"id","title","all_content"
549,"愚人節果然是個分手的好日子","愚人節 果然 是 個 分手 的 好日子 今天 4 1 是 個 特別 的 日子 我們 在 一起 還 不到 一個月 但 跟 你 在 一起 的 這些 日子 裡 很 開心 雖然 還 沒有 去 什麼 特別 的 地方 玩 只是 去 公園 走走 散散步 也 覺得 很 美好 妳 曾 說過 在 一起 就 不要 分開 了 我 認真 的 想過 也 答應 你 了 以為 故事 就 會 這樣 美好 的 走 下去 了 但 我 發現 我錯 了 從 上 禮拜 開始 妳 說 要 忙 學校 的 事 態度 回話 也 開始 變冷 淡 起初 覺得 你 忙 也 沒想 太多 但 真的 好想你 想 問問 你 的 近況 你 依然 敷衍了事 到 了 這 禮拜 你 忙 完 了 我 問能 不能 去 找 妳 或講 電話 你 又 說 要 忙 其他 的 活動 沒 辦法 於是 我 急 了 我 想 再 怎麼 忙 總會 有 時間 寒暄 幾句 但 你 一天 確只 會 回 一兩句 的 敷衍 談話 我們 形同 陌生人 要 放棄 的 我 昨天 又給 自己 一次 機會 問 妳 今天 忙 完能 不能 聊聊 妳 回 了 嗯 但 等到 了 隔天 早上 電話 依然 沒響 哈哈 傻子 我 都 忘記 昨天 是 愚人節 了 那 一夜 我 哭 了 那 一夜 我 不再 相信 承諾 了 那 一夜 我 死心 了 一聲不響 的 離開 最痛 Sent from my Android"
550,"分手是需要練習的","分手 是 需要 練習 的 和 交往 兩年 半 的 男友 分手 了 總是 想起 剛交 往時 的 我們 是 多麼 幸福 身邊 的 人 都 給予 無限 的 祝福 原來 時間 和 距離 可以 改變 太多太多 東西 了 大 我 一歲 的 你 選擇 到 台北 念書 好像 是從 那 時候 開始 漸行 漸遠 的 吧 我 始終 不能忘懷 你 畢業 前夕 為 了 兼顧 社團 家人 同學 而 冷落 了 我 甚至 毅然決然 提出 分手 雖然 因為 我 的 挽回 還是 繼續 在 一起 但 從 那 時候 起 我 收起 小孩子 脾氣 不吵不鬧 想要 在 你 上 台北 後給 你 力量 等 著 你 回來 越來越 多 事情 選擇 不 告訴 你 自己 的 小 情緒 也 都 放在 心裡 因此 我們 少 了 爭吵 多 了 沉默 我 發現 我 不 像 從前 抓著 你 分享 生活 大小事 每天 剩下 睡前 的 問候 以及 一成不變 的 對話 即使 見了面 也 是 淡淡的 你 說 你 的 學科 政治 車子 我談 我 的 體重 衣服 鞋子 我們 變得 不 那麼 親密 甚至 覺得 親吻 你 變得 生疏 對不起 是 我 萌生 了 分手 的 念頭 試著 想要 和 你 溝通 說 了 好多 我 的 想法 但 你 總是 說 你 想 分手 了 嗎 那 就 分手 吧 然後 我 就 哭 得 亂七八糟 後來 又 不了了之 就 這樣 循環 了 幾次 一直 到 最後 也 就是 今天 你 還是 什麼 都 沒 說 只 輕輕地 說 想 清楚 了 嗎 那 就 分手 吧 我 猜想 你 一定 還是 很愛很愛我 只是 你 選擇 不說 你 一定 很愛很愛我 但 你 捨不得 我 痛苦 才 放手 我 不 知道 我 這個 決定 是 對 是 錯 但 我 知道 我們 都 不能 回頭 了 謝謝 你 帶給 我 的 一切 至少 在 分手 的 時刻 我 是 難過 與 不 捨 而 不是 慶幸 與 指責 那個 曾經 我 以 為 會 在 一起 一輩子 的 男人 希望 我 留給 你 的 只有 美好 和 快樂 Sent from my Android"
551,"不穩定的分手","不 穩定 的 分手 結果 我們 還是 分手 了 因為 一切 的 一切 都 無法 再 重來 因為 我 做 的 錯事 已經 無法 再 彌補 我 跟 他 認識 六年 交往 一年 半 因為 當兵 我 對 他 做 了 很多 過分 的 事情 然而 現在 後悔 也 莫及 最後 還是 只能 以 分手 收場 我 只 想 向 他 道歉 我 深愛 你 深深 傷害 你 我愛你 肉包 所以 放開手 也 格外 讓 我 痛心 對不起"
552,"這是被分手吧!!!","這是 被 分手 吧 哈哈 小弟 剛剛 被 分手 了 耶 我 交往 了 一年 三個 月 的 女友 自從 去當 了 兩個 月 的 業務 之後 我們 兩個 感情 每況愈下 在 我 最忙 的 時候 他 需要 我 我 幫不了 他 三個 月 在 我 最 需要 他 的 時候 他 忙 他 幫不了 我 又 三個 月 然後 阿 我 就 開始 了 我 卑躬屈膝 的 男友 日子 在 我 重新 思考 人生 方向 與 未來 道路 的 時候 我 女朋友 就 完全 不理 我 了 耶 連我 最 簡單 最 微薄 的 報平安 電話 都 不肯 接 10 點半 一次 沒接 12 點半 一次 又 沒接 就 只用 Line 告訴 我 我要 睡 了 之後 我連 打 了 二十幾 通 死 就是 不接 這不 就是 被 分手 嗎 超爽 的 莫名其妙 沒有 來 由 的 就 被 分手 了 爽 阿 來 喝酒 在 我 的 世界 沒有 誰 是 誰 的 經驗值 只有 誰 是 我 的 一輩子"
553,"分手一年後，剛剛做了個夢","分手 一年 後 剛剛 做 了 個 夢 在 和 前度 分手 一年 後 我 糾結 了 很 久 中間 也 發生 了 很多 事情 甚至 一度 憂鬱 到 看 心理 醫 生 這一 年來 我 睡覺時 偶爾 會 夢見 他 就 在 今天下午 我 又 夢 到 他 了 而且 是 在 夢 中 看 到 自己 打 了 一 通電話 給他 大意 是 這樣 的 為 什麼 沒打 給我 你 說 過 等 我 新 工作 上 軌道 後 你 會 主動 打給 我 的 我 等 這 通電話 等 了 好久 霹靂 啪啦 講了 很多 但 我 不 記得 了 就 沒有 打啊 他 說 之後 等 他 要 開 口說 些 什麼 就 又 醒 了 好 想 知道 他會 想 說些 什麼 還在 等 他 說 什麼 一年 多 了 我 以 為 走 出來 了 其實 還是 沒 辦法 放寬心 接納 其他人 手機 排版 請見 諒 Sent from my Android"
554,"不說分手的分手","不說 分手 的 分手 第二次 跟 男人 談話 又 是 無 結論 收場 男人 說 他 只會 順從 他 自己 的 決定 他 也 不 相信 我 真的 會 順從 他 我 說 你 比 任何 事 都 重要 他 說 改天 再 研究 看看 吧 我 說好 你 如果 有 什麼 決定 跟 想法 再 告訴 我 星期日 是 我們 固定 見面 的 日子 我 晚上 你 還會 出現 嗎 他 妳 在乎 的 是 這個 我 沒 出現 妳 就 可以 安排 別的 活動 我 不是 我 沒有 心思 做 別的 事 我 想見 你 但 我 知道 你 未必 想 看我 他 我 想 靜 一 靜 然後 他 真的 沒 出現 我 頹喪 的 到 了 他 常去 的 龍山寺 我 跟 月 老 磕頭 跟 註生娘娘 磕頭 他 是 註生娘娘 的 乾兒子 我 沒有 辦法 控制 的 哭 著求 祂 們 求 祂 們 幫幫我 救救 我 的 感情 這段 時間 我 像 瘋子 一樣 而 他 只是 若無其事 的 偶爾 看 一下 我 的 動態 回 一些 無關緊要 的話 我 關心 他 他 回我 好 的 謝謝 妳 彷彿 他並 不在 這段 關係 裡面 一樣 我 開始 意識 到 他 並不愛我 至少 不是 像 他 催眠 我 的 那樣 愛 那 不管 我 怎麼樣 都 沒有 意義 因為 他 不會 在乎 他 只是 掐 著 我 的 脖子 留著 最後 一口氣 好整以暇 的 等待 機會 結束 我 的 生命 你 真的 很絕 我 不再 等 你 的 答案 了 我 走 了 但 我 也 不會 告訴 你 因為 我 不想 讓 你 稱心如意 因為 你 我會 對下 一個 人 更 溫柔 懂事 報答 你 的 教誨 謝謝 你"
555,"結婚前分手","結婚 前 分手 三年 的 努力 婚紗 飯店 喜帖 喜餅 蜜月 全部 都 弄 好 了 一通通 電話 和 簡訊 跟 親友 說 抱歉 整理 數不清 的 小物 擺飾 和 相本 撤除 fb 活動 統計 退出 共同 相簿 上個 禮拜日 中午 是 我們 的 婚宴 當天 去 飯店 跟 經理 談 一些 事 然後 一個 人 在 空蕩蕩 的 餐廳 眼淚 就 流下來 了 如果 有 平行 時空 這時候 應該 要 進場 了 吧 又 想到 她 拿 著 求婚 的 小 玩偶 問 把 拔馬 麻為 什麼 要 分開 每件 事情 都 像 刀割 一樣"
556,"分手的感覺","分手 的 感覺 原來 這 就是 分手 的 感覺 每天 陪伴 你 的 人 每天 關心 你 的 人 突然 消失 了 打開 你 的 line fb 連 一句 簡單 的 關心 問候 都 不能 再說 出口 了 會 這樣 也 是 我 這 一年 半來 對 你 不斷 造成 傷害 我 知道 你 對 我 真的 已經 很 寬容 也 不斷 的給 我 機會 但 也許 像 我 這樣 的 人 真的 要 痛過 一次 失去 過 傷心 過 才 會 學會 知足 懂得 珍惜 現在 的 我 真的 不 知道 該 怎麼辦 才 好 一下子 失去 了 生活 重心 我 才 知道 原來 我們 彼此 是 那麼 依賴 每天 嘗試 打聽 搜索 你 的 消息 時時 關注 你 的 新 動態 期盼 你 會 再 找 我 身上 穿 的 戴 的 是 你 送 的 衣服 也 都 是 你 陪 我 去 買 的 看著 你 送 我 的 手錶 妳 那 時說 希望 我 時時刻刻 都 想 著 你 我 真的 不 知道 該 怎麼 不去 想 你 雖然 知道 這樣 痛苦 是 一時 的 只是 真的 好 難熬 好想哭"
557,"分手後","分手 後 幫 朋友 代 PO 會 在 一起 大概 是 心智 尚未 成熟 吧 雖然 腦袋 還 不錯 聰明 至少 是 年 年 有 不少 獎學金 可以 領的 那種 但 可是 在 愛情 這 一塊 完全 是 從零開始 小女孩 就是 崇拜 大 哥哥 喜歡 被 照顧 喜歡 對方 比 自己 厲害 幾年 前 的 12 月 31 日 不 小心 牽 了 手 讓 此生 從未 嘗過 愛情 滋味 的 我 動心 了 就算 被 母親 強烈 的 反對 母親 覺得 前任 看起來 不正經 像 痞子 大概 是 一頭 金髮 的 緣故 但 我 總 自嘲 當 了 20 年 的 媽寶 現在 要 叛逆 了 交往 的 第一年 我 殷勤 地送 上 各種 驚喜 在 系館 外 等 你 下課 在 你 兼差 的 地方 等 你 下班 無論 烈日 下雨 寒流 等 多久 都 可以 到 了 紀念日 生日 特殊 節日 也 費心 地手 作好 多 禮物 從小 蛋糕 小 餅乾 小 茶點 到 手繪 卡片 照片 鑰匙圈 相框 禮物 盒 不得不 說 GIFT 板 真的 是 熱戀 情侶 的 好 碰油 雖然 我 沒收 過你送 的 禮物 因為 你 總是 說 我 不 懂 送禮物 但 我 抱著 你 收到 我 的 禮物 有 開心 就好 的 態度 因為 我 真的 很 愛 你 啊 直到 交往 的 第二年 發現 了 你 的 房間 裡還 留著 前女友 的 娃娃 她 送 的 禮物 得知 你 一直 都 有 在 看 前女友 的 部落 格 無名 還活 著 的 時候 甚至 還 撞見 你 在 看 前女友 的 照片 不 只 一次 前女友 真的 是 全世界 女人 的 敵人 啊 我 直接 說 這些 東西 讓 我 很 介意 問 你 是不是 真的 全 心愛 我 你 坦承 沒有 可是 我會 努力 全 心愛 你 雖然 鬧 了 幾次 脾氣 但 日子 卻 也 平順 地過 了 6 年 近日來 演藝圈 爆出 分手 潮 我們 的 感情 同時 也 從 論及 婚嫁 直接 墜落 谷底 我 提出 了 分手 原因 是 萬惡 的 沒 感覺 了 你 逼問 為 什麼 要 在 你 人生 的 低谷 離開 你 我 說 我 不想 翻舊帳 但 你 堅持 要 我 給個 理由 我 只好 平靜 地道 出 這些 不堪 還 記得 有個 感人 的 廣告 還是 影片 敘述 一個 爸爸 的 心聲 影片 中 爸爸 要 女兒 別 跟 娘家 抱怨 丈夫 的 不是 因為 吵架 後 女兒 會 原諒 丈夫 但 爸爸 卻 不 可能 原諒 那個 欺負 女兒 的 壞 男人 你 在 盛怒 下 罵 我 的 難聽 話 被 你家 人 誤會 的 醜陋 被 你 手足 欺負 的 時候 我 隱忍 著 只是 因為 愛 你 所以 不 回嘴 想 給 你 面子 不 跟 朋友 抱怨 因為 我 享受 他們 對於 我 找到 好 對象 的 羨慕 不 回家 跟 爸媽 訴苦 因為 我 知道 我 總有一天 會 原諒 你 但 我 爸媽 不會 我 期待 著 你 哪次 會 在 我 被 你 的 手足 刁難 時 出手 救 我 至少 不要 讓 我 在 生理期 非常 不 舒服 的 時候 還被 灌酒 至少 不要 讓 我 被 他們 強迫 吃 下會 讓 我 過敏 的 食物 至少 在 我 被 你 的 家人 誤會 時 知道 真相 的 你 能 幫 我 說句話 至少 在 我 偏頭痛 到 冒 冷汗 痛 到 在 地上 翻滾 的 時候 能 趕快 送 我 去 醫院 至少 在 我 車禍 後 不良 於 行時 能開 車載 我 一程 可是 我 卻不曾 看到 你 伸出 援手 我 埋怨 你 不 疼惜 我 你 總是 說 我 下次 知道 該 怎麼 做 了 在 你 人生 的 低谷 你 常常 說 自暴自棄 的話 可是 沒關係 因為 愛 你 所以 我能 陪 你 度過 你 常常 為 了 小事 遷怒 我 可是 沒關係 因為 愛 你 所以 我會 理解 你 的 焦躁 你 因 失眠 打擾 我 的 作息 可是 沒關係 因為 愛 你 所以 我 願意 在 你 的 漫漫長夜 陪 你 說話 你 常常 罵 我 白癡 神經病 智障 腦 殘 瘋子 幹 你 娘 我 爸媽 都 不曾 用 這種 字眼 罵過 我 你 在 講三小 我 發誓 跟 你 在 一起 的 6 我 從沒 用 任何 汙辱 性 的 字眼 講過 你 你 憑 什麼 後記 曾 聽過 好 朋友 說過 一句 中肯 的話 不要 把 不 愛 你 的 人 留在 身邊 前任 曾問 如果 這麼 簡單 就 分手 那 這 六年 來 的 感情 算 什麼 我 只能 說 交往 十年 最後 分手 的 大有人在 重點 是 質 不是 量"
558,"真正分手的感覺","真正 分手 的 感覺 儘管 三四年 前 就 已 分手 但 平常 總是 保持 連絡 每次 我 有 什麼 煩惱 你 總是 第一 時間 給我 支持 雖然 早已 分手 但 彼此 的 關心 就 好像 還沒 分手 我們 各自 也 都 沒有 對象 直到 昨天 情人節 你 回 line 速度 變慢 直到 睡前 才 回 我問 是否 有 新 對象 你 承認 有 比較 喜歡 的 對象 有 後續 會 再 跟 我 說 聽到 這句 話 我 才 真的 感覺 你 要 離開 我 了 我們 從 交往 到 現在 已經 過了 快 十年 中間 分合 無數次 你 就 像 一個 一直 陪伴 我 的 人 一個 一起 旅行 的 夥伴 現在 走到 了 叉路 你 揮手 跟 我 道別 跟 你 聊 完 line 我 傷心地 睡著 了 做 了 一個 夢 我夢到 跟 你 約 去 吃 西堤 你 遲遲 沒有 出現 我 打電話 跟 你 聯絡 你 說 你 會 到 但 一直 到 了 甜點 都 上 完 了 你 還是 沒有 出現 店員 同情 地 只 收 我 一個 人 的 費用 夢中 的 感覺 其實 還好 醒來 卻 很 惆悵 希望 我能 發自內心 地 祝福 你 我 想 需要 一點 時間"
559,"分手後找回自己","分手 後 找回 自己 八個 月 前 就 在 我 以 為 我 終於 達到 我們 的 夢想 的 時候 你 開 口說 分手 我 的 世界 就 像 崩塌 了 一般 久久 不能 平復 我們 是 大家 眼中 的 模範 情侶 不是 因為 我們 不 吵架 或 有 多 恩愛 只是 我們 一直 都 在 努力 為 對方 著想 在 異地 相戀 的 我們 從沒 想過 這段 感情 能 走 那麼 久 經歷 過好 幾次 的 遠距離 我們 都 一一 克服 了 我們 一起 過 苦日子 我 看到 你 的 辛苦 付出 我 珍惜 你 每 一個 為 我 做 的 事 就算 那 在 某些 人眼 裡 是 應該 你 看見 我 的 珍惜 你 總是 讓 我 知道 你 謝謝 我 陪 在 你 身邊 為 了 這段 感情 我們 都 努力 地 想要 留在 第三個 國家 生活 所以 我 改變 了 我 的 生涯 規畫 我 想要 讓 你 不要 那麼 辛苦 我 努力 地念書 考 雅思 申請 到 簽證 就當 我 以 為 我們 終於 可以 夢想成真 的 時候 你 說 了 你 不要 遠距離 了 你 說 了 你 對 那個 人有 感覺 了 我 沒 忘記 那天 我 在 我家 人 面前 哭 得 有 多慘 我 至今 還沒 忘記 那段 吃不下 睡 不好 的 日子 那 時候 的 我 多 希望 時間 可以 快轉 因為 我 大家 都 說 時間 是 最好 的 療傷 方式 可是 時間 不能 快轉 啊 我 怎麼 難過 傷心 這 一切 也 都 不能 改變 慶幸 的 是 我 還有 朋友 和 家人 我 也 慶幸 我 沒有 放棄 我 達到 的 夢想 夢想 沒有 了 你 也 還是 夢想 啊 一直 到 八個 月 後 的 現在 也許 我 還是 會 難過 因為 那 很 難 再 找回 的 信任感 但是 我 也 了解 了 我 擁有 什麼 因為 你 我 努力 的 學 做菜 從幼 幼班到 進階 做菜 因為 你 我 更 懂得 怎麼 去 愛 一個 人 和 珍惜 因為 你 我 懂得 付出 和 妥協 這些 東西 是 你 走 了 卻 帶 不 走 的 現在 的 我 比 以前 更 有 自信 因為 我 知道 這些 我 所 學會 的 值得 給下 一個 更 懂得 的 人 去 珍惜 看著鏡 中 的 自己 我 愛現 在 的 我 因為 或許 你 還不 了解 我 漸漸 不買 東西 打扮 自己 是 因為 我 都 在 看 適合 你 的 東西 我 越來越少 時間 打扮 是 因為 我 更 在意 下班 後 去 買菜 然後 回家 煮飯 給你 吃 當 這些 都 不在 需要 的 時候 我 才 發現 鏡中 的 自己 其實 也 可以 很 有 吸引力 失戀 的 當下 什麼 都 是 負面 的 但是 再 這麼 愛你 的 人 也 是 會 說 變 就 變得 因為 知道 被 傷害 有多痛 所以 我 不 願意 傷害 別人 可是 並 不是 每個 遇見 的 人 都 能 有 著 同樣 的 心情 sometimes things fall apart so that better things can come together Mr charming 並 不會 像 童話故事 般來 拯救 你 幫 你 擦 眼淚 能 把 眼淚 擦乾 然後 重新 開始 的 只有 你 自己 只 希望 最近 陷在分 手中 的 人 能 快點 走 出來"
560,"分手三週的心情","分手 三週 的 心情 我們 交往 只 經歷 了 兩個 月 但 絕對 是 我 投注 最多 感情 的 一次 而 現在 已經 是 分手 兩個 禮拜 又 五天 並 經過 了 6 天 完全 斷聯 心中 的 痛 難以 言喻 昨晚 跟 你 電話 聊 了 一陣 跟 妳 說 了 這 幾天 斷聯積 在 心中 的 一 翻話 我 說 我 懂 了 我想通 之前 一次次 的 不 愉快 都 是 因為 我 不夠 包容 妳 我 說 我 也 知道 其實 妳 要 的 不過 只是 一個 能 包容 妳 的 男人 我 覺得 愧疚 對不起 妳 也 對不起 我 自己 但 妳 沒有 覺得 特別 感動 妳 只 覺得 驚訝 我 竟然 會 想到 這些 妳 說 妳 覺得 我 現在 好好 的 這樣 很 好 我 回 說 有 比較 好 但 事實上 我 還沒好 還是 一樣 患得患失 我 還是 無時無刻 在 想 妳 只是 不能 說 我 還是 一樣 的 喜歡 妳 只是 不能 說 我 還是 一直 在 期待 著 妳 的 LINE 還是 在 期待 回到 交往 之前 有來有往 的 互動 翻著 以前 的 聊天 紀錄 我 忌妒 以前 的 自己 什麼 垃圾 話 都 可以 跟 妳 聊得 起來 掛了 電話 之後 我問 妳 會想 以 朋友 的 角度 重新認識 我 嗎 妳 說 當然 阿 我 希望 這是 真的 好 希望 妳 能 認真 地 重新 再 認識 我 一次 我 也 想 再 重新認識 妳 我們 再 重來 一次 說不定 說不定 妳 還會 再 一次 喜歡 上 我 那 時候 我 一定 會用 盡全力 去 愛 妳 去 包容 妳 而 在 這 之前 我 必須 好好 地 學會 愛 自己 我要 學會 自己 生活 讓 我 的 生活 更 精采 讓 自己 變得 更好 變得 值得 妳 得 愛 時刻 抱著 感謝 的 心 微笑 的 想 著 妳 並且 我要 戰勝 我 的 焦慮 我要 踏出去 我 不能 束縛 妳 而 妳 也 已經 不想 束縛 我 我 更 不能 作繭自縛 現在 只能 我 相信 我 自己 我 做 得到 愛我 好嗎 我 對 自己 說 也 想 對 妳 說"
